,OFTIC,CNAME_actual,PENDS,PDICITY,AMASKCD,MEAN,STDEV,BPS,CPS,CPX,DPS,EBI,EBT,EPS,GPS,GRM,NAV,NDT,NET,PRE,ROE,SAL
6924,LYB,LYONDELL,2016-06-30,QTR,127873,91.84,9.24067097130939,14.9816,2.967,563.0,0.85,1335.0,1601.0,2.45,2.56,21.26,6307.0,7022.0,1045.0,1484.0,16.55,7328.0
6925,LYB,LYONDELL,2016-09-30,QTR,75323,93.53333333333332,11.400918927040594,14.8644,3.22,586.0,0.85,1249.0,1506.0,2.31,2.3,19.85,6107.0,7258.0,955.0,1281.0,15.45,7365.0
6926,LYB,LYONDELL,2016-12-31,QTR,85800,86.14285714285714,9.765379529881953,14.97,4.21,567.0,0.85,1135.0,1408.0,2.16,1.87,17.5,6073.0,6959.0,886.0,1200.0,58.43000000000001,7747.0
6927,LYB,LYONDELL,2017-03-31,QTR,10576,108.14285714285714,8.656129124994116,16.0434,1.52,421.0,0.85,1323.0,1619.0,2.26,1.98,17.07,6487.0,8545.0,911.0,1233.0,56.83,8430.0
6928,LYB,LYONDELL,2017-06-30,QTR,92159,96.44444444444444,12.334658116448676,17.2748,4.04,407.0,0.9,1577.0,1970.0,2.82,2.82,21.44,6868.0,8325.0,1134.0,1593.0,67.68,8403.0
6929,LYB,LYONDELL,2017-09-30,QTR,135862,97.0,9.30352382463524,18.5723,3.75,318.0,0.9,1332.0,1821.0,2.41,2.67,18.52,7327.0,7708.0,956.0,1330.0,53.83,8516.0
6930,LYB,LYONDELL,2017-12-31,QTR,127873,96.375,5.725673177307041,22.6868,3.76,401.0,0.9,1341.0,1726.0,2.73,4.8,17.59,8950.0,5789.0,1075.0,1342.0,52.84,9135.0
6931,LYB,LYONDELL,2018-03-31,QTR,135862,107.84615384615384,10.421870495039968,24.7228,2.55,429.0,1.0,1494.0,1913.0,3.11,3.11,17.97,9729.0,6773.0,1231.0,1534.0,52.73,9767.0
6932,LYB,LYONDELL,2018-06-30,QTR,85800,116.08695652173913,12.576721076794152,27.1633,4.41,496.0,1.0,1626.0,2010.0,3.34,4.22,18.8,10603.0,6156.0,1310.0,1634.0,51.51,10206.0
6933,LYB,LYONDELL,2018-09-30,QTR,127873,120.53333333333332,9.515901478702949,28.5244,3.69,482.0,1.0,1370.0,1732.0,2.96,2.85,16.31,11069.0,7204.0,1157.0,1400.0,42.76,10155.0
6934,LYB,LYONDELL,2018-12-31,QTR,112593,114.94736842105264,11.408932583290095,27.3013,3.365,698.0,1.0,814.0,1212.0,1.83,1.79,12.93,10280.0,9055.0,705.0,816.0,26.48,8876.0
6935,LYB,LYONDELL,2019-03-31,QTR,20068,104.0,11.31772543804227,27.4353,1.77,599.0,1.0,1033.0,1428.0,2.22,2.19,15.17,10160.0,9142.0,827.0,1036.0,32.52,8778.0
6936,LYB,LYONDELL,2019-06-30,QTR,138850,100.25,12.078144681505036,29.0048,3.21,622.0,1.05,1196.0,1579.0,2.74,2.7,16.65,10743.0,9071.0,1017.0,1194.0,39.0,9048.0
6937,LYB,LYONDELL,2019-09-30,QTR,70873,102.6470588235294,10.02460208980005,23.7127,5.57,742.0,1.05,1157.0,1513.0,2.7,2.85,16.66,7906.0,11541.0,913.0,1138.0,39.25,8722.0
6938,LYB,LYONDELL,2019-12-31,QTR,17887,94.6086956521739,13.894862132309528,24.12,3.72,731.0,1.05,836.0,1172.0,1.92,1.83,14.12,8063.0,11201.0,641.0,641.0,32.19,8179.0
6939,LYB,LYONDELL,2020-03-31,QTR,10576,86.48411764705882,10.750677249321232,21.9476,1.62,660.0,1.05,737.0,1079.0,1.51,0.4199999999999999,8.35,7343.0,11860.0,506.0,637.0,26.34,7494.0
6940,LYB,LYONDELL,2020-06-30,QTR,70873,80.48571428571428,19.199220922569047,22.0412,3.87,588.0,1.05,259.0,664.0,0.71,0.94,11.76,7377.0,11133.0,237.0,203.0,12.91,5546.0
6941,LYB,LYONDELL,2020-09-30,QTR,114941,63.47058823529412,9.333015018763415,21.8796,2.48,425.0,1.05,530.0,888.0,1.27,0.33,13.15,7323.0,11557.0,427.0,411.0,23.3,6776.0
6942,LYB,LYONDELL,2020-12-31,QTR,127461,74.79310344827586,8.694741063855071,23.8642,2.22,274.0,1.05,746.0,1413.0,2.19,2.55,15.43,7988.0,13492.0,736.0,749.0,9.279,7937.0
6943,LYB,LYONDELL,2021-03-31,QTR,31998,113.5448148148148,12.768877238266722,26.32,1.71,340.0,1.05,1088.0,1585.0,3.18,3.18,15.46,8814.0,13973.0,1070.0,1142.0,51.03999999999999,9082.0
6944,LYB,LYONDELL,2021-06-30,QTR,70873,108.44117647058825,14.287504980715669,31.4615,5.68,431.0,1.13,2526.0,3018.0,6.13,6.13,24.95,10538.0,12656.0,2059.0,2563.0,85.24,11561.0
6945,LYB,LYONDELL,2021-09-30,QTR,70873,119.92857142857144,12.846468231842785,35.3688,1.2190000000000003,514.0,1.13,2248.0,2691.0,5.25,5.25,20.4,11814.0,-1929.0,1762.0,2215.0,63.14,12700.0
6946,LYB,LYONDELL,2021-12-31,QTR,20068,114.76923076923076,12.55755978254962,35.9839,8.99,674.0,1.13,1535.0,2019.0,3.63,2.18,14.78,11872.0,10142.0,1207.0,1490.0,40.81,12830.0
6947,LYB,LYONDELL,2022-03-31,QTR,138850,84.75,9.542809722052745,38.7555,4.57,446.0,1.13,1661.0,2020.0,4.0,4.0,15.36,12712.0,9539.0,1320.0,1637.0,43.0,13157.0
6948,LYB,LYONDELL,2022-06-30,QTR,70873,109.0,9.082951062292477,37.3727,4.86,532.0,1.16,1714.0,2450.0,5.19,4.98,12.42,12244.0,10418.0,1713.0,2023.0,54.979,14838.0
6949,LYB,LYONDELL,2022-09-30,QTR,120390,114.84176470588235,15.379810746872849,37.439,4.32,439.0,1.19,812.0,1192.0,1.96,1.75,9.48,12205.0,9836.0,642.0,727.0,5.25,12250.0
6950,LYB,LYONDELL,2022-12-31,QTR,92159,96.38709677419357,13.250603556957545,38.7292,4.91,473.0,1.19,531.0,865.0,1.29,1.07,8.33,12629.0,9170.0,427.0,484.0,13.77,10206.0
6951,LYB,LYONDELLBASELL I,2015-03-31,QTR,138850,103.66666666666669,5.6789083458002745,15.7306,3.05,306.0,0.7,1655.0,2044.0,2.59,2.41,23.19,7506.0,4756.0,1249.0,1734.0,15.82,8185.0
6952,LYB,LYONDELLBASELL I,2015-06-30,QTR,70873,95.08695652173913,8.764147230611872,16.9351,3.07,278.0,0.78,1836.0,2177.0,2.8,2.82,22.84,7950.0,4999.0,1324.0,1858.0,68.76,9145.0
6953,LYV,LIVE NATION,2015-03-31,QTR,119202,32.5,2.1213203435596424,5.9325,1.71,29.365,0.0,-23.935,69.6,-0.31,-0.31,0.0,1388.552,426.217,-62.168,-65.781,-10.06,1120.312
6954,LYV,LIVE NATION,2015-06-30,QTR,1995,29.0,1.154700538379251,6.1839,0.07,37.979,0.0,42.24499999999999,141.7,0.06,0.06,0.0,1444.565,504.643,11.951,25.122,-8.739999999999998,1765.777
6955,LYV,LIVE NATION,2015-09-30,QTR,1995,32.25,1.258305739211791,6.5799,-1.82,30.162,0.0,153.51,265.642,0.38,0.38,0.0,1547.793,974.711,89.049,117.959,-7.419999999999999,2622.917
6956,LYV,LIVE NATION,2016-03-31,QTR,107175,32.42857142857143,1.1338934190276808,5.8365,2.57,30.681,0.0,-33.29,74.3,-0.29,-0.29,0.0,1404.658,337.56,-57.854,-49.027,-4.78,1207.716
6957,LYV,LIVE NATION,2016-06-30,QTR,114380,30.33333333333333,0.5773502691896255,5.8523,-0.0299999999999998,48.199,0.0,74.15900000000002,169.583,0.13,0.13,0.0,1415.782,518.009,26.449,41.867,3.1800000000000006,2179.258
6958,LYV,LIVE NATION,2016-09-30,QTR,114380,29.75,1.8929694486000916,6.2956,-1.8,53.58075,0.0,191.286,302.8,0.49,0.49,0.0,1519.048,991.498,105.777,146.585,8.57,3170.416
6959,LYV,LIVE NATION,2016-12-31,QTR,114380,32.0,2.0,5.5179,2.37,58.9625,0.0,-37.215,82.9,-0.5700000000000001,-0.5700000000000001,0.0,1349.516,786.462,-118.108,-91.09900000000002,-9.810000000000002,1797.544
6960,LYV,LIVE NATION,2017-03-31,QTR,135522,47.42857142857143,2.070196678027064,5.4313,3.73,64.34425,0.0,-21.366,92.018,-0.2199999999999999,-0.2199999999999999,0.0,1340.567,91.20799999999996,-45.56999999999999,-41.249,-2.9399999999999995,1413.181
6961,LYV,LIVE NATION,2017-06-30,QTR,127533,34.333333333333336,1.5275252316519456,5.9506,0.2000000000000001,69.726,0.0,113.433,221.482,0.29,0.29,0.0,1457.223,98.775,62.641,90.53900000000002,5.35,2818.693
6962,LYV,LIVE NATION,2017-09-30,QTR,135522,37.36363636363637,1.6292775867068976,6.6682,-1.73,55.892,0.0,201.347,334.5,0.53,0.53,0.0,1614.542,511.122,118.332,174.455,9.08,3559.418
6963,LYV,LIVE NATION,2017-12-31,QTR,135522,42.5,2.0000000000000013,5.6768,1.156,53.936,0.0,-202.017,-22.899999999999977,-1.29,-1.2903,0.0,1418.144,474.637,-229.713,-233.12500000000003,12.81,2546.156
6964,LYV,LIVE NATION,2018-03-31,QTR,135522,61.4,1.9493588689617936,5.4455,3.75,45.125,0.0,-6.030000000000001,113.7,-0.24,-0.24,0.0,1372.221,-75.594,-50.291,-34.144000000000005,16.54,1482.384
6965,LYV,LIVE NATION,2018-06-30,QTR,161216,51.75,2.121320343559643,5.5632,-1.1899999999999995,55.516,0.0,134.725,260.3,0.24,0.24,0.0,1405.52,534.7859999999998,52.187,95.155,20.270000000000003,2868.315
6966,LYV,LIVE NATION,2018-09-30,QTR,135522,49.333333333333336,1.6329931618554538,6.3015,-1.22,63.073,0.0,234.219,386.5,0.7,0.7,0.0,1550.929,913.512,152.213,200.228,24.0,3835.246
6967,LYV,LIVE NATION,2018-12-31,QTR,161216,56.66666666666666,3.700941731096248,5.2301,3.3100000000000005,76.119,0.0,-90.378,68.60000000000002,-0.8,-0.8,0.0,1342.743,443.48,-171.44000000000003,-130.13399999999996,27.730000000000004,2601.855
6968,LYV,LIVE NATION,2019-03-31,QTR,193654,78.77777777777777,4.206476488041321,4.9306,2.24,57.136,0.0,-23.863,115.4,-0.31,-0.31,0.0,1240.394,126.26600000000002,-64.756,-51.283,31.46,1727.828
6969,LYV,LIVE NATION,2019-06-30,QTR,161216,64.375,3.814914340921881,5.5481,-0.7999999999999998,78.804,0.0,171.586,319.2,0.41,0.41,0.0,1407.756,493.71,89.92600000000002,144.87,35.190000000000005,3157.009
6970,LYV,LIVE NATION,2019-09-30,QTR,380,71.125,2.295181287579949,6.0278,-1.19,89.882,0.0,260.041,427.1,0.71,0.71,0.0,1522.832,964.042,155.345,221.252,38.92000000000001,3773.684
6971,LYV,LIVE NATION,2019-12-31,QTR,180654,77.36363636363636,6.975281030506618,5.36,2.07,97.744,0.0,-82.92000000000002,80.80000000000001,-0.8799999999999999,-0.8799999999999999,0.0,1463.954,838.695,-185.311,-129.735,42.650000000000006,2889.448
6972,LYV,LIVE NATION,2020-03-31,QTR,104841,66.625,8.814557763803501,4.06,2.99,84.563,0.0,-172.67,-20.5,-0.94,-0.94,0.0,1230.832,417.192,-199.324,-214.252,46.38,1365.693
6973,LYV,LIVE NATION,2020-06-30,QTR,81118,67.66666666666667,17.578395831246947,1.5738000000000003,-4.83,57.946,0.0,-588.067,-431.9,-2.67,-2.67,0.0,683.53,1604.921,-565.922,-639.767,50.11000000000001,74.08400000000006
6974,LYV,LIVE NATION,2020-09-30,QTR,380,48.16666666666666,8.244373655390504,-0.4579999999999999,-2.66,44.527,0.0,-504.441,-319.2,-2.45,-2.45,0.0,247.024,2274.981,-521.912,-559.362,53.84000000000001,184.018
6975,LYV,LIVE NATION,2020-12-31,QTR,191648,52.5,8.386497083606084,-2.1639,-0.5899999999999999,26.71,0.0,-388.014,-244.3,-2.04,-2.04,0.0,-133.752,2370.724,-436.197,-443.284,57.57000000000001,237.383
6976,LYV,LIVE NATION,2021-03-31,QTR,163443,113.3076923076923,14.579578271133313,-3.3407,0.348,23.763,0.0,-303.172,-151.7,-1.44,-1.44,0.0,-394.114,2317.679,-308.109,-316.333,61.3,290.609
6977,LYV,LIVE NATION,2021-06-30,QTR,191648,84.9,11.826993606905257,-4.1681,5.08,34.303,0.0,-127.285,9.699999999999989,-0.9,-0.9,0.0,-579.603,1299.069,-195.665,-208.175,65.03,575.946
6978,LYV,LIVE NATION,2021-09-30,QTR,81118,94.125,10.736286934637002,-1.802,-0.6500000000000004,45.848,0.0,137.145,305.7,0.19,0.19,0.0,-41.775999999999954,1104.239,46.878000000000014,93.288,68.76,2698.722
6979,LYV,LIVE NATION,2021-12-31,QTR,196176,102.83333333333331,9.948199167018457,-2.5933,3.4100000000000006,48.82,0.0,-124.54600000000002,160.3,-0.8600000000000001,-0.8600000000000001,0.0,-188.454,846.009,-194.92400000000004,-180.04699999999997,72.49000000000001,2703.17
6980,LYV,LIVE NATION,2022-03-31,QTR,161216,102.375,14.324221910223722,-2.3208,5.4,62.525,0.0,27.059999999999988,209.1,-0.39,-0.39,0.0,-145.617,-113.90499999999996,-50.18199999999999,-37.25999999999999,76.22,1802.808
6981,LYV,LIVE NATION,2022-06-30,QTR,161216,136.9,10.354279845122552,-1.7835,1.4000000000000004,67.753,0.0,318.699,479.6,0.66,0.66,0.0,34.99799999999999,-113.09,187.8,223.112,79.95,4434.174
6982,LYV,LIVE NATION,2022-09-30,QTR,187853,122.91666666666669,17.982103898211147,-0.3228999999999999,-2.6,75.709,0.0,506.249,620.7,1.39,1.39,0.0,398.556,788.536,361.402,439.301,83.68,6153.535
6983,LYV,LIVE NATION,2022-12-31,QTR,187853,117.0,15.63213473469431,-1.5894,1.235,141.219,0.0,-119.89999999999998,97.79999999999995,-0.8699999999999999,-0.8699999999999999,0.0,93.79699999999995,297.042,-203.03399999999996,-156.9660000000001,87.41,4290.737
6984,MA,MASTERCARD,2015-03-31,QTR,58844,115.76470588235294,6.72243828313717,5.6318,0.79,31.0,0.16,1176.0,1266.0,0.91,0.89,0.0,6334.0,-2712.0,1048.32,1173.0,64.06,2230.0
6985,MA,MASTERCARD,2015-06-30,QTR,136310,99.5,8.011565713715715,5.65,0.72,25.0,0.16,1312.0,1404.0,0.85,0.81,0.0,6436.0,-1866.0,965.0,1302.0,60.76,2390.0
6986,MA,MASTERCARD,2015-09-30,QTR,90962,103.341,7.198197069588439,5.6882,1.12,69.0,0.16,1448.0,1542.0,0.91,0.86,0.0,6298.0,-2418.75,1027.0,1431.0,64.84,2530.0
6987,MA,MASTERCARD,2015-12-31,QTR,157130,109.16666666666669,8.498934289543072,5.505,0.92,52.0,0.16,1107.0,1200.0,0.79,0.79,0.0,6062.0,-2971.5,890.0,1025.0,57.91,2517.0
6988,MA,MASTERCARD,2016-03-31,QTR,112209,118.47058823529412,8.143542874731162,5.0638,0.91,37.0,0.19,1348.0,1443.0,0.86,0.86,0.0,5511.0,-3524.25,959.0,1337.0,66.67,2446.0
6989,MA,MASTERCARD,2016-06-30,QTR,2084,104.1,6.839792293680388,5.4197,0.96,64.0,0.19,1487.0,1580.0,0.96,0.89,0.0,5869.0,-4077.0,1061.0,1472.0,75.01,2694.0
6990,MA,MASTERCARD,2016-09-30,QTR,2084,108.65217391304348,6.990959718562341,5.8013,1.3,99.0,0.19,1670.0,1763.0,1.08,1.08,0.0,6249.0,-4650.0,1184.0,1633.0,78.57,2880.0
6991,MA,MASTERCARD,2016-12-31,QTR,120129,108.9047619047619,9.11539775273006,5.3258,0.91,59.0,0.19,1373.0,1465.0,0.86,0.86,0.0,5684.0,-3155.0,940.0,1321.0,63.33,2756.0
6992,MA,MASTERCARD,2017-03-31,QTR,79876,165.6086956521739,8.905624342376921,5.22,0.69,64.0,0.22,1521.0,1613.0,1.01,1.0,0.0,5638.0,-2780.0,1091.0,1493.0,77.47,2734.0
6993,MA,MASTERCARD,2017-06-30,QTR,113176,121.41176470588236,7.28919425870764,5.568,1.2,50.0,0.22,1653.0,1764.0,1.1,1.1,0.0,5878.0,-2405.0,1177.0,1628.0,82.14,3053.0
6994,MA,MASTERCARD,2017-09-30,QTR,112209,130.46428571428572,6.449129386302452,6.1646,1.64,100.0,0.22,1941.0,2059.0,1.34,1.34,0.0,6468.0,-2030.0,1430.0,1932.0,93.05,3398.0
6995,MA,MASTERCARD,2017-12-31,QTR,58844,145.5,10.600591918360378,5.19,1.67,122.0,0.22,1689.0,1804.0,1.14,0.2099999999999999,0.0,5497.0,-2358.0,1208.0,1651.0,81.14,3312.0
6996,MA,MASTERCARD,2018-03-31,QTR,106124,240.76083333333332,18.148583347915395,5.4739,0.98,126.0,0.25,1942.0,2062.0,1.5,1.41,0.0,5731.0,-1799.0,1581.0,1920.0,113.22,3580.0
6997,MA,MASTERCARD,2018-06-30,QTR,120129,191.26530612244895,11.987450921352568,5.1238,1.42,90.0,0.25,2161.0,2276.0,1.66,1.5,0.0,5279.0,-1887.0,1744.0,2147.0,127.3,3665.0
6998,MA,MASTERCARD,2018-09-30,QTR,151235,209.86486486486487,9.45504616053766,5.58,2.27,83.0,0.25,2316.0,2427.0,1.78,1.82,0.0,5796.0,-2135.0,1856.0,2293.0,134.59,3898.0
6999,MA,MASTERCARD,2018-12-31,QTR,112209,232.92105263157896,13.226471366466791,5.2944,1.28,75.0,0.25,1991.0,2104.0,1.55,0.87,0.0,5418.0,-2044.0,1611.0,1986.0,115.38,3807.0
7000,MA,MASTERCARD,2019-03-31,QTR,2084,318.5882352941176,14.99190958287756,5.0563,1.27,83.0,0.33,2213.0,2330.0,1.78,1.8,0.0,5190.0,-875.0,1833.0,2203.0,138.82,3889.0
7001,MA,MASTERCARD,2019-06-30,QTR,104613,239.42857142857144,13.363844300753184,4.9831,1.5,91.0,0.33,2397.0,2519.0,1.89,2.0,0.0,5109.0,1306.0,1937.0,2376.0,152.28,4113.0
7002,MA,MASTERCARD,2019-09-30,QTR,112209,275.1509433962264,16.416919305323486,4.9539,2.31,132.0,0.33,2655.0,2792.0,2.15,2.07,0.0,5049.0,1883.0,2191.0,2634.0,176.04,4467.0
7003,MA,MASTERCARD,2019-12-31,QTR,122224,307.3095238095238,14.30075572834729,5.85,2.94,116.0,0.33,2399.0,2545.0,1.96,2.07,0.0,5991.0,851.0,1981.0,2356.0,146.17,4414.0
7004,MA,MASTERCARD,2020-03-31,QTR,90962,360.40625,28.166394269217925,5.436,1.84,131.0,0.4,2218.0,2362.0,1.83,1.68,0.0,5423.0,1782.0,1844.0,2161.0,130.65,4009.0
7005,MA,MASTERCARD,2020-06-30,QTR,157130,330.35714285714283,36.05271330490898,6.5025,1.45,70.0,0.4,1729.0,1874.0,1.36,1.41,0.0,6498.0,971.0,1370.0,1637.0,92.35,3335.0
7006,MA,MASTERCARD,2020-09-30,QTR,122224,314.3333555555556,24.5226895558486,5.81,1.65,79.0,0.4,2105.0,2246.0,1.6,1.51,0.0,5856.0,1949.0,1605.0,2006.0,104.68,3837.0
7007,MA,MASTERCARD,2020-12-31,QTR,113176,355.42857142857144,26.10685626901241,6.42,2.25,59.0,0.4,2102.0,2252.0,1.64,1.78,0.0,6488.0,2076.0,1644.0,1993.0,107.92,4120.0
7008,MA,MASTERCARD,2021-03-31,QTR,2084,418.745,25.335339890524885,6.4299,1.47,65.0,0.44,2197.0,2360.0,1.74,1.83,0.0,6425.0,6135.0,1741.0,2147.5,114.64,4155.0
7009,MA,MASTERCARD,2021-06-30,QTR,106124,397.4272727272728,22.193907845499968,6.52,2.28,81.0,0.44,2408.0,2594.0,1.95,2.08,0.0,6540.0,7139.0,1937.0,2302.0,121.36,4528.0
7010,MA,MASTERCARD,2021-09-30,QTR,112209,425.93142857142857,23.64948415590364,6.8678,2.569,139.0,0.44,2827.0,3015.0,2.37,2.44,0.0,6773.0,7455.0,2341.0,2646.0,142.469,4985.0
7011,MA,MASTERCARD,2021-12-31,QTR,113176,438.0,22.162082364634475,7.5226,3.23,122.0,0.4649999999999999,2827.0,3016.0,2.35,2.41,0.0,7383.0,6480.0,2314.0,2712.0,132.09,5216.0
7012,MA,MASTERCARD,2022-03-31,QTR,57785,394.1897435897436,30.928846991899213,7.274,1.819,146.0,0.49,2950.0,3142.0,2.76,2.68,0.0,7102.0,7318.0,2702.0,2853.0,150.68,5136.0
7013,MA,MASTERCARD,2022-06-30,QTR,113176,432.0416666666667,28.20496281749424,6.4281,2.52,55.0,0.49,3178.0,3367.0,2.56,2.34,0.0,6236.0,8122.0,2497.0,2749.0,151.28,5491.0
7014,MA,MASTERCARD,2022-09-30,QTR,151235,427.09375,28.038406119855235,6.6607,3.98,111.0,0.49,3319.0,3504.0,2.68,2.58,0.0,6423.0,6489.0,2595.0,3220.0,164.0,5756.0
7015,MA,MASTERCARD,2022-12-31,QTR,152918,405.2647058823529,39.27549071778728,6.6435,3.22,130.0,0.49,3200.0,3384.0,2.65,2.62,0.0,6356.0,6615.0,2548.0,3119.0,160.24,5817.0
7016,MAA,MID-AMER APART,2015-03-31,QTR,87605,94.06666666666666,3.985987360503696,38.47,-4.59,16.499,0.77,68.907,142.019,0.81,0.81,0.0,3059.706,3461.162,61.267,64.735,8.48,257.811
7017,MAA,MID-AMER APART,2015-06-30,QTR,110255,84.5,4.460941604639093,41.03285714285714,-3.87,31.6,0.77,68.837,143.233,1.81,1.81,0.0,3148.583,3437.4443333333334,136.299,144.294,10.375,258.891
7018,MAA,MID-AMER APART,2015-09-30,QTR,104386,82.78571428571429,5.566695180993409,43.59571428571429,-3.1499999999999995,24.687,0.77,73.138,146.236,1.22,1.22,0.0,3178.587,3413.7266666666665,91.734,97.341,12.27,261.998
7019,MAA,MID-AMER APART,2015-12-31,QTR,87605,86.92857142857143,5.437961803049793,46.15857142857143,-2.43,18.069,0.82,76.763,150.677,0.57,0.57,0.0,3166.073,3390.009,42.987,45.618,11.08,263.337
7020,MAA,MID-AMER APART,2016-03-31,QTR,79960,104.16666666666669,5.890413372333872,48.72142857142857,-1.7100000000000002,16.19,0.82,76.709,151.836,0.58,0.58,0.0,3144.646,3415.779,43.413,45.68,9.1575,269.016
7021,MAA,MID-AMER APART,2016-06-30,QTR,110434,99.16666666666669,2.7906771199618894,51.28428571428572,-0.99,28.227,0.82,77.794,153.536,0.6,0.6,0.0,3119.319,3463.146,45.144,48.188,7.235,272.236
7022,MAA,MID-AMER APART,2016-09-30,QTR,41310,105.5,3.8779455306207615,53.847142857142856,-0.2699999999999999,20.934,0.82,77.691,154.65,1.17,1.12,0.0,3156.94,3406.34,88.16,93.261,5.3125,276.898
7023,MAA,MID-AMERICA APT,2016-12-31,QTR,104386,110.36666666666666,5.92954667824816,56.41,0.45,12.843,0.87,45.647,140.776,0.4599999999999999,0.4399999999999999,0.0,6652.174,4407.917,40.869,44.133,3.390000000000001,307.198
7024,MAA,MID-AMERICA APT,2017-03-31,QTR,183488,110.63636363636364,5.714415582939817,55.92,1.17,15.141,0.87,80.946,216.85,0.36,0.36,0.0,6586.832,4524.125,41.973,47.0,2.63,378.908
7025,MAA,MID-AMERICA APT,2017-06-30,QTR,156383,106.8,6.679986693266852,55.5471,1.62,23.1405,0.87,85.976,217.193,0.42,0.42,0.0,6532.242,4533.393,47.393,50.444,3.0,382.791
7026,MAA,MID-AMERICA APT,2017-09-30,QTR,9854,108.3,5.375872022286246,55.59,2.04,31.14,0.87,94.671,212.599,1.0,1.0,0.0,6550.626,4397.315,113.787,119.264,1.8,384.55
7027,MAA,MID-AMERICA APT,2017-12-31,QTR,96397,113.36363636363636,3.880018744097179,55.8874,0.8900000000000001,26.144,0.92,96.473,215.896,0.48,1.08,0.0,6573.894,4443.639,54.187,60.026,3.42,382.738
7028,MAA,MID-AMERICA APT,2018-03-31,QTR,9854,105.04166666666669,4.047773424608853,55.3785,1.35,19.635,0.923,94.058,214.802,0.42,0.4199999999999999,0.0,6528.145,4439.145,48.097,50.962,3.05,386.017
7029,MAA,MID-AMERICA APT,2018-06-30,QTR,9854,103.88235294117646,6.213718220007007,55.0205,1.4117058823529414,35.436,0.922,90.585,213.51,0.48,0.52,0.0,6488.89,4516.025,54.485,57.795,3.47,390.073
7030,MAA,MID-AMERICA APT,2018-09-30,QTR,110255,100.16666666666669,6.585337247754794,54.6128,1.4734117647058824,22.658,0.922,98.258,223.807,0.46,0.46,0.0,6431.554,4457.884,51.869,54.918,3.27,397.108
7031,MAA,MID-AMERICA APT,2018-12-31,QTR,9854,107.5,6.611677980232078,54.02,1.5351176470588237,16.831,0.96,108.167,229.939,0.53,0.53,0.0,6372.189,4494.069,60.36,63.726,3.823470588235294,398.148
7032,MAA,MID-AMERICA APT,2019-03-31,QTR,183488,138.58823529411765,6.955742443562475,53.877478571428576,1.5968235294117648,13.882,0.96,102.004,224.94,0.55,0.55,0.0,6336.34,4503.475,62.74,66.2,4.376941176470588,401.178
7033,MAA,MID-AMERICA APT,2019-06-30,QTR,104386,107.76470588235294,5.402885939068884,53.73495714285715,1.658529411764706,6.001,0.96,105.252,234.483,0.535,0.5346,0.0,6284.629,4499.017,60.899,64.39,4.930411764705882,407.39
7034,MAA,MID-AMERICA APT,2019-09-30,QTR,72094,117.92307692307692,5.936631177998996,53.59243571428572,1.720235294117647,21.5,0.96,106.025,251.444,0.68,0.68,0.0,6250.266,4450.288,77.61,82.57,5.483882352941176,415.632
7035,MAA,MID-AMERICA APT,2019-12-31,QTR,183488,125.1,6.332040495930613,53.449914285714286,1.7819411764705884,14.32,1.0,116.903,241.316,1.3,1.3,0.0,6289.459,4434.122,148.45,155.498,6.03735294117647,416.82
7036,MAA,MID-AMERICA APT,2020-03-31,QTR,131583,134.45454545454547,8.370945422873529,53.30739285714286,1.8436470588235292,16.12,1.0,110.631,237.019,0.31,0.31,0.0,6226.832,4449.185,35.726,38.21000000000001,6.5908235294117645,418.098
7037,MAA,MID-AMERICA APT,2020-06-30,QTR,104386,139.7826086956522,8.821237398971414,53.16487142857143,1.9053529411764707,17.919999999999998,1.0,106.078,233.268,0.65,0.65,0.0,6184.91,4452.941,74.14,78.61,7.144294117647059,413.026
7038,MAA,MID-AMERICA APT,2020-09-30,QTR,76981,116.625,10.538026380684386,53.02235,1.967058823529412,19.72,1.0,101.655,231.707,0.52,0.52,0.0,6133.096,4407.187,58.988,62.273,7.697764705882353,423.199
7039,MAA,MID-AMERICA APT,2020-12-31,QTR,131583,127.4,6.25744001613723,52.879828571428575,2.028764705882353,21.008,1.0,109.149,257.954,0.72,0.72,0.0,6103.805,4537.514,82.42,86.746,8.251235294117647,423.661
7040,MAA,MID-AMERICA APT,2021-03-31,QTR,171874,217.82608695652172,12.56854722896168,52.73730714285715,2.090470588235294,12.585,1.025,105.116,236.936,0.4,0.4,0.0,6076.6942500000005,5082.702,46.271,49.531,8.804705882352941,425.005
7041,MAA,MID-AMERICA APT,2021-06-30,QTR,131583,145.85714285714286,3.231030863294314,52.59478571428572,2.152176470588236,26.148,1.025,109.476,243.556,0.7,1.88,0.0,6049.583500000001,4521.356,80.728,225.595,9.358176470588235,436.927
7042,MAA,MID-AMERICA APT,2021-09-30,QTR,131583,169.05882352941177,12.147379286472118,52.452264285714286,2.2138823529411766,30.20925,1.025,118.625,264.345,0.73,0.73,0.0,6022.47275,4511.076,83.477,89.59200000000001,9.91164705882353,452.575
7043,MAA,MID-AMERICA APT,2021-12-31,QTR,171874,198.25,11.89371793493478,52.30974285714286,2.275588235294117,34.2705,1.087,131.651,287.734,1.6,1.6,0.0,5995.362,4462.388,184.719,198.41,10.465117647058824,463.575
