,OFTIC,CNAME_actual,PENDS,PDICITY,AMASKCD,MEAN,STDEV,BPS,CPS,CPX,DPS,EBI,EBT,EPS,GPS,GRM,NAV,NDT,NET,PRE,ROE,SAL
2637,CNP,CENTERPNT ENERGY,2019-06-30,QTR,148907,32.642857142857146,1.0082080720186266,12.9765,0.6,632.0,0.288,329.0,669.0,0.35,0.33,58.04,8257.0,14406.0,177.0,224.0,9.61,2798.0
2638,CNP,CENTERPNT ENERGY,2019-09-30,QTR,30005,31.678571428571427,0.9116161231812188,16.6177,1.01,653.0,0.288,416.0,750.0,0.53,0.47,62.4,8346.0,14694.0,265.0,361.0,14.259,2742.0
2639,CNP,CENTERPNT ENERGY,2019-12-31,QTR,184845,31.772727272727277,1.8817878576304876,16.6434,1.09,684.0,0.288,414.0,714.0,0.45,0.25,52.91,8359.0,29115.0,231.0,302.0,11.06,3230.0
2640,CNP,CENTERPNT ENERGY,2020-03-31,QTR,151229,24.217391304347824,2.467175818975845,13.8666,1.32,664.0,0.29,402.0,692.0,0.65,-2.44,68.94,6970.0,15116.0,325.0,360.0,16.96,2167.0
2641,CNP,CENTERPNT ENERGY,2020-06-30,QTR,184845,25.61842105263158,4.55363562876355,15.4064,0.98,614.0,0.15,245.0,550.0,0.2099999999999999,0.1099999999999998,82.79,8392.0,11965.0,117.0,296.0,6.08,1575.0
2642,CNP,CENTERPNT ENERGY,2020-09-30,QTR,187510,19.65,2.585451377135028,15.3959,0.47,611.0,0.15,319.0,625.0,0.34,0.1259,85.64,8388.0,13709.0,200.0,256.0,9.54,1622.0
2643,CNP,CENTERPNT ENERGY,2020-12-31,QTR,135849,21.133333333333333,2.133630931623591,10.86,1.01,707.0,0.15,288.0,592.0,0.29,0.27,72.35,8348.0,13293.0,173.0,257.0,8.27,2054.0
2644,CNP,CENTERPNT ENERGY,2021-03-31,QTR,184169,29.363636363636363,1.0269106361049405,15.7937,-2.66,594.0,0.16,479.0,611.0,0.59,0.56,61.72,8716.0,15769.0,372.0,464.0,17.44,2547.0
2645,CNP,CENTERPNT ENERGY,2021-06-30,QTR,151680,24.884615384615383,1.2273590576560127,14.9616,1.02,789.0,0.165,283.0,610.0,0.36,0.37,63.09,8870.0,15087.0,214.0,272.0,9.74,1742.0
2646,CNP,CENTERPNT ENERGY,2021-09-30,QTR,135849,27.153846153846157,0.9870962335856492,14.0972,0.86,765.0,0.16,347.6666666666667,671.6666666666666,0.33,0.32,63.58,8865.0,15448.0,202.0,190.0,9.539,1749.0
2647,CNP,CENTERPNT ENERGY,2021-12-31,QTR,7946,28.384615384615383,0.8697184926229045,14.97,0.9,1016.0,0.16,412.33333333333337,733.3333333333334,0.36,1.01,61.285,9415.0,14434.0,230.0,287.5,2.629,2314.0
2648,CNP,CENTERPNT ENERGY,2022-03-31,QTR,135849,30.681818181818183,1.886956825315846,15.8095,0.92,846.0,0.17,477.0,795.0,0.47,0.82,58.99,9951.0,13034.0,295.0,385.0,12.19,2763.0
2649,CNP,CENTERPNT ENERGY,2022-06-30,QTR,194283,31.31578947368421,1.4162796168893956,15.9224,0.63,1034.0,0.17,419.0,755.0,0.31,0.28,59.05,10023.0,13803.0,194.0,259.0,7.769,1944.0
2650,CNP,CENTERPNT ENERGY,2022-09-30,QTR,182808,33.857142857142854,1.590148241067928,15.8705,0.55,1199.0,0.18,568.0,897.0,0.32,0.3,61.63,9989.0,15022.0,206.0,261.0,5.49,1903.0
2651,CNP,CENTERPNT ENERGY,2022-12-31,QTR,190951,33.35,1.4608937423083812,15.9514,0.77,1340.0,0.18,377.0,691.0,0.28,0.19,59.57,10042.0,16272.0,178.0,222.0,7.11,2711.0
2652,COF,CAPITAL ONE FIN,2015-03-31,QTR,82814,89.08333333333333,9.64325796826074,83.4489,3.58,-90.0,0.3,2598.0,0.0,2.0,2.0,0.0,45730.0,0.0,1115.0,1663.0,9.84,5647.0
2653,COF,CAPITAL ONE FIN,2015-06-30,QTR,160649,91.625,7.163565220382003,86.0074,4.27,-34.0,0.4,2590.0,0.0,1.78,1.5,0.0,46659.0,0.0,985.0,1461.0,7.3,5672.0
2654,COF,CAPITAL ONE FIN,2015-09-30,QTR,160649,96.46153846153848,7.078316473750246,89.1475,8.52,22.0,0.4,2740.0,0.0,1.98,1.98,0.0,47685.0,0.0,1079.0,1648.0,9.54,5900.0
2655,COF,CAPITAL ONE FIN,2015-12-31,QTR,5785,93.8181818181818,8.232550745357832,83.42,2.09,78.0,0.4,2714.0,0.0,1.58,1.58,0.0,43990.0,0.0,848.0,1334.0,7.36,6194.0
2656,COF,CAPITAL ONE FIN,2016-03-31,QTR,163490,85.58064516129032,11.675541939023326,86.32,7.77,134.0,0.4,2997.0,0.0,1.84,1.84,0.0,47707.0,0.0,970.0,1470.0,8.52,6220.0
2657,COF,CAPITAL ONE FIN,2016-06-30,QTR,127643,79.20689655172414,9.799341487878618,95.0939,4.77,190.0,0.4,2959.0,0.0,1.69,1.69,0.0,48108.0,0.0,871.0,1367.0,7.64,6254.0
2658,COF,CAPITAL ONE FIN,2016-09-30,QTR,77679,76.25,12.080828968718516,98.5548,6.51,190.125,0.4,2550.0,0.0,1.9,1.9,0.0,48213.0,0.0,962.0,1512.0,8.59,6461.0
2659,COF,CAPITAL ONE FIN,2016-12-31,QTR,163490,79.05,9.653060600004975,98.95,4.08,190.25,0.4,2887.0,0.0,1.45,1.45,0.0,47514.0,0.0,710.0,1135.0,6.48,6566.0
2660,COF,CAPITAL ONE FIN,2017-03-31,QTR,79876,101.24,9.97613819738547,99.5,6.48,190.375,0.4,3101.0,0.0,1.54,1.54,0.0,48040.0,0.0,752.0,1109.0,6.73,6535.0
2661,COF,CAPITAL ONE FIN,2017-06-30,QTR,108927,100.5909090909091,6.960152508654029,101.59,7.91,190.5,0.4,3290.0,0.0,1.94,1.94,0.0,49137.0,0.0,948.0,1490.0,8.59,6704.0
2662,COF,CAPITAL ONE FIN,2017-09-30,QTR,143702,96.275,8.465836918866444,103.5384,6.27,190.625,0.4,3588.0,0.0,2.48,2.14,0.0,50154.0,0.0,1209.35,1843.0,9.84,6985.0
2663,COF,CAPITAL ONE FIN,2017-12-31,QTR,31603,95.06666666666666,11.689229882164833,100.3708,8.42,190.75,0.4,3347.0,0.0,1.59,-2.1700000000000004,0.0,48730.0,0.0,830.0,1421.0,6.91,7013.0
2664,COF,CAPITAL ONE FIN,2018-03-31,QTR,106124,110.63157894736842,14.997075738348274,101.2616,3.27,190.875,0.4,3336.0,0.0,2.62,2.62,0.0,49203.0,0.0,1284.0,1662.0,10.49,6911.0
2665,COF,CAPITAL ONE FIN,2018-06-30,QTR,108927,113.84848484848484,10.464586745666344,104.3604,10.2,191.0,0.4,3417.0,0.0,3.16,3.71,0.0,49926.0,0.0,1543.989,2141.0,14.64,7192.0
2666,COF,CAPITAL ONE FIN,2018-09-30,QTR,155576,111.73684210526316,10.861972939588409,106.8989,6.97,191.125,0.4,3189.0,0.0,2.99,2.99,0.0,50638.0,0.0,1440.0,1921.0,12.4,6962.0
2667,COF,CAPITAL ONE FIN,2018-12-31,QTR,5785,116.52941176470588,10.192629978683271,110.47,8.33,191.25,0.4,2857.0,0.0,1.87,2.48,0.0,51668.0,0.0,884.0,1219.0,6.91,7013.0
2668,COF,CAPITAL ONE FIN,2019-03-31,QTR,143702,108.875,14.03744991086344,113.8863,10.35,191.375,0.4,3437.0,0.0,2.9,2.86,0.0,53481.0,0.0,1367.0,1744.0,10.4,7083.0
2669,COF,CAPITAL ONE FIN,2019-06-30,QTR,56645,102.12,15.303376533737032,118.5775,8.93,191.5,0.4,3245.0,0.0,3.07,3.24,0.0,55767.0,0.0,1455.16,1903.0,10.66,7124.0
2670,COF,CAPITAL ONE FIN,2019-09-30,QTR,143702,103.10526315789474,12.736189630960649,125.0483,7.23,191.625,0.4,3321.0,0.0,3.17,2.69,0.0,58235.0,0.0,1488.0,1916.0,10.44,6959.0
2671,COF,CAPITAL ONE FIN,2019-12-31,QTR,143702,109.55555555555556,10.78245973368307,127.0499,8.89,191.75,0.4,3266.0,0.0,2.25,2.25,0.0,58011.0,0.0,1041.0,1448.0,7.16,7427.0
2672,COF,CAPITAL ONE FIN,2020-03-31,QTR,5785,97.8203125,17.673361854894285,124.8188,11.82,191.875,0.4,3520.0,0.0,-3.1,-3.1,0.0,56830.0,0.0,-1420.0,-1903.0,-2.4700000000000006,7249.0
2673,COF,CAPITAL ONE FIN,2020-06-30,QTR,108927,106.90625,20.144012758137347,122.8249,9.025,192.0,0.4,2786.0,0.0,-2.21,-2.21,0.0,56045.0,0.0,-1009.0,-1460.0,-7.15,6556.0
2674,COF,CAPITAL ONE FIN,2020-09-30,QTR,113176,76.74166666666666,14.724629372073428,127.7306,6.23,192.125,0.0999999999999999,3833.0,0.0,5.06,5.06,0.0,58424.0,0.0,2319.0,3502.0,4.049999999999999,7381.0
2675,COF,CAPITAL ONE FIN,2020-12-31,QTR,113176,84.55555555555556,18.784293258001867,131.16,4.8950000000000005,192.25,0.1,3328.0,0.0,5.35,5.35,0.0,60204.0,0.0,2462.0,3064.0,4.15,7337.0
2676,COF,CAPITAL ONE FIN,2021-03-31,QTR,112209,191.01964285714288,13.977629874365752,133.95,3.56,192.375,0.4,3373.0,0.0,7.03,7.03,0.0,61188.0,0.0,3236.0,4196.0,23.22,7113.0
2677,COF,CAPITAL ONE FIN,2021-06-30,QTR,106124,133.86774193548385,11.787659849655617,144.86,8.97,192.5,0.4,3408.0,0.0,7.62,7.62,0.0,64624.0,0.0,3446.0,4568.0,24.24,7374.0
2678,COF,CAPITAL ONE FIN,2021-09-30,QTR,143702,164.39264705882354,16.5245736769513,147.6394,4.44,192.625,1.2,3644.0,0.0,6.78,6.78,0.0,63544.0,0.0,2987.0,3986.0,18.64,7830.0
2679,COF,CAPITAL ONE FIN,2021-12-31,QTR,5785,181.3246428571429,14.234058134588178,147.4487,10.99,192.75,0.6,3440.0,0.0,5.41,5.41,0.0,61029.0,0.0,2296.0,3059.0,16.13,8118.0
2680,COF,CAPITAL ONE FIN,2022-03-31,QTR,113176,118.84772727272728,22.99059060775748,141.2155,-0.1899999999999995,192.875,0.6,3622.0,0.0,5.62,5.62,0.0,56345.0,0.0,2318.0,2945.0,15.79,8173.0
2681,COF,CAPITAL ONE FIN,2022-06-30,QTR,56645,177.03136363636364,19.691425326402403,139.16,7.519,193.0,0.6,3649.0,0.0,4.96,4.96,0.0,53410.0,0.0,1949.0,2564.0,15.81,8232.0
2682,COF,CAPITAL ONE FIN,2022-09-30,QTR,191195,155.3913043478261,26.383085370666727,133.144,7.219,221.0,0.6,3856.0,0.0,4.2,4.2,0.0,50861.0,0.0,1616.0,2187.0,13.01,8805.0
2683,COF,CAPITAL ONE FIN,2022-12-31,QTR,143702,138.19259259259258,24.68985973611786,137.9019,6.9190000000000005,290.0,0.6,3855.0,0.0,2.82,3.03,0.0,52582.0,0.0,1081.0,1544.0,9.76,9040.0
2684,COP,CONOCOPHILLIPS,2015-03-31,QTR,117572,56.833333333333336,7.777708764359104,39.4599,1.5,3332.0,0.73,55.0,2186.0,-0.18,0.22,31.0,49008.0,19847.0,-222.0,-252.0,-0.44,8002.0
2685,COP,CONOCOPHILLIPS,2015-06-30,QTR,72030,73.4090909090909,5.306412032438553,39.4176,1.75,2407.0,0.73,695.0,3024.0,0.07,-0.15,41.94,48969.0,21112.0,81.0,169.0,0.6700000000000002,8660.0
2686,COP,CONOCOPHILLIPS,2015-09-30,QTR,81048,74.68076923076923,6.585631406755243,35.8423,1.56,2174.0,0.74,-640.0,1631.0,-0.38,-0.87,56.45,44555.0,22478.0,-466.0,-1136.0,-1.0,7507.0
2687,COP,CONOCOPHILLIPS,2015-12-31,QTR,163448,62.2,8.765462528203138,32.17,1.28,2137.0,0.74,-994.0,1265.0,-0.9,-2.78,53.332,40082.0,24880.0,-1117.0,-1535.0,-6.48,6766.0
2688,COP,CONOCOPHILLIPS,2016-03-31,QTR,127390,53.8,8.214369243524759,31.564,0.3400000000000001,1821.0,0.25,-1348.0,899.0,-0.95,-1.18,50.214,39047.0,24282.0,-1179.0,-1934.0,-11.96,5015.0
2689,COP,CONOCOPHILLIPS,2016-06-30,QTR,143524,45.72727272727273,10.765316783752604,30.314,1.01,1133.0,0.25,-687.0,1642.0,-0.79,-0.86,47.096,37831.0,24525.0,-985.0,-1409.0,-10.28,5575.0
2690,COP,CONOCOPHILLIPS,2016-09-30,QTR,117572,49.388888888888886,8.637394003019585,29.19,1.03,916.0,0.25,-917.0,1508.0,-0.66,-0.84,43.978,36456.0,24365.0,-826.0,-1252.0,-8.96,6516.0
2691,COP,CONOCOPHILLIPS,2016-12-31,QTR,83956,49.888888888888886,8.057797749705772,28.2671,1.16,999.0,0.25,14.0,2075.0,-0.26,-0.03,40.86,35226.0,23615.0,-318.0,-303.0,-3.58,7254.0
2692,COP,CONOCOPHILLIPS,2017-03-31,QTR,145764,56.16666666666666,5.427443491842442,28.5772,1.43,966.0,0.27,492.0,2471.0,-0.0199999999999999,0.62,40.32714285714286,35601.0,23074.0,-19.0,366.0,-0.2200000000000002,7771.0
2693,COP,CONOCOPHILLIPS,2017-06-30,QTR,83956,56.80769230769231,4.882779788351964,24.8868,1.42,1020.0,0.27,761.0,2386.0,0.14,-2.78,39.794285714285714,30499.0,13201.0,178.0,350.0,0.54,8882.0
2694,COP,CONOCOPHILLIPS,2017-09-30,QTR,127390,58.30555555555556,4.482445790128187,25.512,0.87,1088.0,0.27,852.0,2460.0,0.16,0.3399999999999998,39.261428571428574,30712.0,11397.0,198.0,507.0,0.65,7195.0
2695,COP,CONOCOPHILLIPS,2017-12-31,QTR,143524,49.625,4.789594700108178,26.08,2.07,1517.0,0.265,1426.0,3059.0,0.45,1.32,38.72857142857143,30801.0,11505.0,540.0,1107.0,1.77,8736.0
2696,COP,CONOCOPHILLIPS,2018-03-31,QTR,117572,80.03846153846153,6.902062122182146,26.1062,2.02,1535.0,0.29,2157.0,3569.0,0.96,0.75,38.19571428571429,30718.0,11774.0,1136.0,1973.0,14.86,8961.0
2697,COP,CONOCOPHILLIPS,2018-06-30,QTR,75131,64.53333333333333,7.060005535473717,26.7121,2.83,1999.0,0.285,2367.0,3805.0,1.09,1.39,37.66285714285715,31222.0,11128.0,1291.0,2218.0,16.77,9240.0
2698,COP,CONOCOPHILLIPS,2018-09-30,QTR,185978,72.12903225806451,6.844666709606208,27.7526,2.91,1599.0,0.29,2846.0,4340.0,1.36,1.59,37.13,32079.0,10406.0,1595.0,2645.0,20.55,10165.0
2699,COP,CONOCOPHILLIPS,2018-12-31,QTR,107698,82.91304347826087,3.35631079228181,28.0573,3.26,1617.0,0.2975,2529.0,4141.0,1.13,1.61,48.38,32064.0,8805.0,1309.0,2340.0,16.39,10361.0
2700,COP,CONOCOPHILLIPS,2019-03-31,QTR,9928,71.76923076923077,4.217180976033086,29.07,2.52,1637.0,0.305,2273.0,3819.0,1.0,1.6,50.82,32981.0,8478.0,1148.0,2040.0,14.17,10057.0
2701,COP,CONOCOPHILLIPS,2019-06-30,QTR,75131,75.68181818181819,7.803456887427484,29.7043,2.56,1729.0,0.305,2158.0,3648.0,1.01,1.4,51.17,33074.0,8250.0,1143.0,1951.0,13.89,8380.0
2702,COP,CONOCOPHILLIPS,2019-09-30,QTR,185978,77.68181818181819,5.685288983201365,32.0304,2.1,1675.0,0.305,2318.0,3884.0,0.82,2.74,27.449,35239.0,6819.0,914.0,1616.0,10.73,10093.0
2703,COP,CONOCOPHILLIPS,2019-12-31,QTR,117572,75.19047619047619,6.128776775336559,32.2445,2.71,1595.0,0.42,2187.0,3675.0,0.76,0.6499999999999999,26.76,35050.0,6779.0,831.0,1481.0,9.48,8140.0
2704,COP,CONOCOPHILLIPS,2020-03-31,QTR,117572,48.75757575757576,7.335829464988532,29.2002,1.94,1649.0,0.42,-422.0,989.0,0.45,-1.6,21.35,31387.0,7199.0,486.0,832.0,5.86,4811.0
2705,COP,CONOCOPHILLIPS,2020-06-30,QTR,75131,58.27272727272727,15.942284911610374,29.36,0.1499999999999999,876.0,0.42,-583.0,575.0,-0.9200000000000002,0.24,45.8,31493.0,8106.0,-994.0,-1324.0,-3.170000000000001,4016.0
2706,COP,CONOCOPHILLIPS,2020-09-30,QTR,9928,47.20454545454545,5.841230936913125,28.6956,0.81,1132.0,0.42,-118.0,1293.0,-0.3099999999999999,-0.4199999999999999,36.03,30783.0,12897.0,-331.0,-404.0,-1.06,4380.0
2707,COP,CONOCOPHILLIPS,2020-12-31,QTR,9928,50.03846153846154,4.728473489241695,27.9476,1.56,1058.0,0.43,674.0,2215.0,-0.19,-0.72,40.34,29849.0,8769.0,-201.0,-221.0,-2.65,6049.0
2708,COP,CONOCOPHILLIPS,2021-03-31,QTR,83355,89.11777777777777,7.434480139827856,31.9805,1.6,1200.0,0.43,1964.0,3850.0,0.69,0.75,44.45,43155.0,13092.0,902.0,1629.0,2.47,10559.0
2709,COP,CONOCOPHILLIPS,2021-06-30,QTR,112846,58.125,7.416557095373581,32.8112,3.14,1265.0,0.43,2973.0,4840.0,1.27,1.55,33.13,44276.0,11151.0,1716.0,2715.0,15.7,10211.0
2710,COP,CONOCOPHILLIPS,2021-09-30,QTR,127280,68.43333333333334,6.8986996410619845,32.6919,3.59,1302.0,0.43,3873.0,5545.0,1.77,1.78,39.03,44115.0,9157.0,2372.0,3781.0,21.469,11616.0
2711,COP,CONOCOPHILLIPS,2021-12-31,QTR,71952,75.97333333333334,6.387252930642404,34.426,4.44,1557.0,0.46,4965.0,6748.0,2.27,1.98,46.02,45406.0,14906.0,3010.0,5281.0,26.899,15963.0
2712,COP,CONOCOPHILLIPS,2022-03-31,QTR,83355,136.41860465116278,17.01852290347692,37.9753,3.879,3161.0,0.46,7363.0,9186.0,3.27,4.39,61.99,49218.0,11602.0,4289.0,6781.0,36.26,19291.0
2713,COP,CONOCOPHILLIPS,2022-06-30,QTR,163733,107.77413793103447,12.783247814323078,39.4349,6.11,1968.0,0.46,7642.0,9452.0,3.91,3.96,38.09,50202.0,-8181.0,5086.0,7498.0,40.92,21989.0
2714,COP,CONOCOPHILLIPS,2022-09-30,QTR,112846,127.44444444444444,12.25081791892034,39.387,6.89,2497.0,0.46,5937.0,7809.0,3.6,3.55,37.43,49079.0,6539.0,4590.0,7503.0,36.98,21614.0
2715,COP,CONOCOPHILLIPS,2022-12-31,QTR,107698,123.42647058823528,12.527625444871324,38.5235,5.299,2533.0,0.7850000000000001,5355.5,7262.5,2.71,2.61,30.833,48003.0,7400.0,3375.0,5430.0,27.809,19262.0
2716,CPT,CAMDEN PROPERTY,2015-03-31,QTR,9854,83.68181818181819,4.08823144692621,11.763700000000004,0.85,97.754,0.7,53.356,121.86,0.38,1.27,0.0,2939.909,2579.6340000000005,30.454,36.302,4.29,215.434
2717,CPT,CAMDEN PROPERTY,2015-06-30,QTR,155538,83.08333333333333,3.396745322787506,15.966700000000005,1.31,18.0,0.7,61.108,124.836,0.4,0.4,0.0,2919.085,2624.4460000000004,36.079,37.608,5.06,220.651
2718,CPT,CAMDEN PROPERTY,2015-09-30,QTR,104386,83.5,4.295875400258422,20.1697,1.36,98.477,0.7,60.383,125.462,0.41,0.41,0.0,2896.236,2669.2580000000003,37.044,38.692,5.23,227.185
2719,CPT,CAMDEN PROPERTY,2015-12-31,QTR,72986,85.52631578947368,3.8925630095896575,24.3727,1.17,89.176,0.7,65.303,131.189,0.67,0.67,0.0,2893.667,2714.07,60.593,62.34,8.6,229.658
2720,CPT,CAMDEN PROPERTY,2016-03-31,QTR,9854,84.83333333333333,5.972978368304652,28.5757,1.07,73.065,0.75,55.988,118.079,0.46,0.46,0.0,2864.155,2758.882,41.73,38.179,5.96,217.595
2721,CPT,CAMDEN PROPERTY,2016-06-30,QTR,107847,83.22222222222223,6.320420272284168,32.7787,0.95,85.413,0.75,59.648,122.104,0.79,4.94,0.0,3272.39,2139.074,71.065,-334.96400000000006,9.5,221.478
2722,CPT,CAMDEN PROPERTY,2016-09-30,QTR,117654,86.8,6.228964600958972,31.0986,1.5,104.191,0.75,62.312,125.144,3.21,3.21,0.0,3121.028,2166.884,290.898,303.8210000000001,9.33,220.235
2723,CPT,CAMDEN PROPERTY,2016-12-31,QTR,155538,87.41176470588235,6.26556884418139,30.82,0.94,80.283,0.75,63.629,126.396,0.4500000000000002,0.4500000000000002,0.0,3095.553,2143.224,40.893,42.493,5.6,217.139
2724,CPT,CAMDEN PROPERTY,2017-03-31,QTR,179496,96.6875,4.285148772213169,34.1475,0.8,9.694000000000004,0.75,57.922,121.656,0.39,0.39,0.0,3071.599,2204.766,34.861,36.46,4.64,219.521
2725,CPT,CAMDEN PROPERTY,2017-06-30,QTR,156383,85.5,3.942772444036627,30.289,1.43,16.775,0.75,60.52,125.553,0.43,0.43,0.0,3041.139,2287.582,39.188,40.339,5.27,223.37
2726,CPT,CAMDEN PROPERTY,2017-09-30,QTR,9854,89.46153846153847,3.430631249381193,36.5499,1.42,17.506,0.75,55.942,122.956,0.38,0.38,0.0,3466.577,1853.977,34.384,35.987,4.33,228.178
2727,CPT,CAMDEN PROPERTY,2017-12-31,QTR,96397,93.375,5.844451103025179,33.1367,1.05,20.783,0.75,64.72,132.913,0.91,0.91,0.0,3484.714,1836.106,87.989,89.298,2.59,229.827
2728,CPT,CAMDEN PROPERTY,2018-03-31,QTR,9854,97.93333333333334,5.311263861786929,32.9222,0.907,9.999,0.77,61.287,129.682,0.41,0.41,0.0,3462.409,2103.539,39.395,40.913,4.64,230.683
2729,CPT,CAMDEN PROPERTY,2018-06-30,QTR,129789,92.94736842105264,5.81639143771507,35.0305,1.48,19.19,0.77,58.987,134.556,0.4,0.4,0.0,3428.604,2298.0,38.671,40.252,6.69,237.133
2730,CPT,CAMDEN PROPERTY,2018-09-30,QTR,9854,92.85714285714286,7.840675383931569,35.9898,1.516,19.849,0.77,59.612,136.088,0.4,0.4,0.0,3413.923,2251.08,38.866,40.32,8.739999999999998,241.77
2731,CPT,CAMDEN PROPERTY,2018-12-31,QTR,9854,97.45,5.539095499029459,35.555,1.31,23.258,0.77,60.488,139.165,0.41,0.41,0.0,3385.104,2287.225,39.196,40.633,10.79,244.919
2732,CPT,CAMDEN PROPERTY,2019-03-31,QTR,183488,117.6818181818182,4.156307468762601,38.1847,0.94,9.655,0.8,58.447,138.721,0.4,0.4,0.0,3726.32,2118.727,38.613,39.889,12.84,248.567
2733,CPT,CAMDEN PROPERTY,2019-06-30,QTR,107847,103.57692307692308,4.631829676687834,33.21,1.27,21.166,0.8,61.21,145.856,0.43,0.43,0.0,3688.768,2327.252,42.399,43.77,14.89,255.761
2734,CPT,CAMDEN PROPERTY,2019-09-30,QTR,104386,107.22222222222224,5.151305437694246,37.0236,1.92,20.242,0.8,63.681,149.495,0.44,0.44,0.0,3657.781,2320.148,43.597,45.095,16.939999999999998,260.672
2735,CPT,CAMDEN PROPERTY,2019-12-31,QTR,104386,112.47368421052632,6.076991407053614,36.564,1.459,21.108,0.8,70.038,155.578,0.57,0.95,0.0,3701.724,2500.915,57.108,58.699,18.99,263.461
2736,CPT,CAMDEN PROPERTY,2020-03-31,QTR,185041,109.2,5.307393056165294,32.98,1.09,14.825,0.8,64.641,153.996,0.43,0.4299999999999999,0.0,3671.324,2584.599,43.284,44.934,21.04,265.879
2737,CPT,CAMDEN PROPERTY,2020-06-30,QTR,185041,114.25,10.415888859849687,36.3337,1.4,18.782,0.83,39.429,146.477,0.1699999999999999,0.1699999999999999,0.0,3610.567,2623.287,16.477,17.905,23.09,250.683
2738,CPT,CAMDEN PROPERTY,2020-09-30,QTR,76981,99.0,6.627216610312361,39.7293,1.64,22.299,0.83,56.998,149.965,0.35,0.35,0.0,3566.007,2636.185,34.957,36.835,25.14,265.721
2739,CPT,CAMDEN PROPERTY,2020-12-31,QTR,185041,101.57142857142856,6.583362312728911,34.5638,1.07,21.619,0.83,152.592,148.426,0.29,0.29,0.0,3516.587,2746.184,29.193,30.877,27.19,261.554
2740,CPT,CAMDEN PROPERTY,2021-03-31,QTR,171874,177.65384615384616,11.063244759806448,34.0913,0.89,12.68,0.83,54.223,147.696,0.31,0.31,0.0,3474.076,2834.155,31.347,32.825,29.24,267.568
2741,CPT,CAMDEN PROPERTY,2021-06-30,QTR,138869,114.52941176470588,4.185057452694401,36.1693,1.54,18.808,0.83,53.528,153.371,0.3,0.3,0.0,3786.208,2793.936,30.179,31.899,31.29,276.523
2742,CPT,CAMDEN PROPERTY,2021-09-30,QTR,72094,131.03571428571428,8.565573396979783,38.6646,1.5416666666666667,19.717,0.83,53.089,164.994,0.29,0.29,0.0,3953.822,2741.202,29.483,31.085,33.34,294.13
2743,CPT,CAMDEN PROPERTY,2021-12-31,QTR,172101,157.9655172413793,9.857856760040596,41.0724,1.5433333333333334,16.983999999999998,0.83,65.342,182.036,0.37,2.02,0.0,4266.255,2556.976,38.514,218.46,35.39,305.364
2744,CPT,CAMDEN PROPERTY,2022-03-31,QTR,72094,135.8,11.148199538094772,39.5826,1.545,14.251,0.94,67.182,182.451,0.42,0.76,0.0,4286.539,2541.593,44.628,47.81899999999999,37.44,311.359
2745,CPT,CAMDEN PROPERTY,2022-06-30,QTR,185041,184.8,10.0,47.9447,1.5466666666666666,21.43,0.94,53.986,212.382,4.54,4.54,0.0,5177.28,3664.855,497.315,499.772,39.49,361.716
2746,CPT,CAMDEN PROPERTY,2022-09-30,QTR,160163,167.57142857142858,15.0466646271563,47.2926,1.5483333333333331,26.001,0.94,61.479,221.356,0.2700000000000004,0.2700000000000004,0.0,5108.362,3626.014,29.843999999999998,32.28699999999998,41.53999999999999,373.772
2747,CPT,CAMDEN PROPERTY,2022-12-31,QTR,194617,159.16,11.887248069535126,46.8104,1.55,21.79,0.97,78.754,226.163,0.42,0.42,0.0,5056.921,3670.226,45.709,48.224,43.59,375.909
2748,CRL,CHARLES RIVER,2015-03-31,QTR,57524,76.95833333333333,6.723291717243236,14.0157,0.24,10.648,0.0,51.815,68.925,0.79,0.66,37.35,697.015,634.494,37.601,51.173,22.52,320.414
2749,CRL,CHARLES RIVER,2015-06-30,QTR,57524,74.5,9.007712744581104,14.9777,1.0550000000000002,13.908,0.0,67.986,85.417,0.96,1.02,39.1,735.805,621.963,45.761,61.061,6.699999999999999,339.573
2750,CRL,CHARLES RIVER,2015-09-30,QTR,112085,75.9,8.408989898383224,15.1075,1.87,10.452,0.0,71.553,86.769,1.03,0.79,39.51,736.044,778.367,48.655,69.202,27.68,349.465
2751,CRL,CHARLES RIVER,2015-12-31,QTR,86687,79.29166666666667,6.863799416084536,15.7233,2.16,28.244,0.0,73.389,89.139,1.0,0.67,39.73,765.564,745.083,47.318,67.3015,6.579999999999998,353.85
2752,CRL,CHARLES RIVER,2016-03-31,QTR,112085,84.88888888888889,9.51898687419576,16.5519,0.8090000000000002,8.25,0.0,65.323,83.291,0.98,0.78,39.668,784.428,704.488,46.538,65.401,6.15,354.868
2753,CRL,CHARLES RIVER,2016-06-30,QTR,112085,85.67647058823529,6.64957981865816,17.5828,1.62,11.791,0.0,84.54,105.432,1.2,0.73,39.11,836.161,1185.361,57.356,82.318,28.48,434.055
2754,CRL,CHARLES RIVER,2016-09-30,QTR,112085,82.9090909090909,8.50534591247817,18.3573,1.45,9.568,0.0,83.751,105.796,1.18,0.79,36.71,887.902,1153.437,56.699,83.18,17.66,425.72
2755,CRL,CHARLES RIVER,2016-12-31,QTR,122962,92.5,7.276987388648235,17.6671,2.37,25.678999999999995,0.0,89.393,112.626,1.21,0.93,38.54,839.125,1117.38,58.326,84.042,6.84,466.789
