OFTIC,CNAME,PENDS,MEASURE,PDICITY,ANNDATS_x,VALUE,Quarter,Year,ALYSNAM,VALUE_ANALYST,AMASKCD,ANNDATS_y
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,MAJUMDAR           I,131.0,194536,2021-01-27
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,KUMAR              V,145.0,150020,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,SYKES              M,140.0,195379,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,PETERSON           T,140.0,107607,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,SOUDA              P,140.0,168860,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,KNIGHT             P,148.0,20376,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,MEEHAN             J,128.0,180911,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,ARIAS              D,126.0,143937,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,LEONARD            D,140.0,109728,2021-02-16
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,COUILLARD          B,150.0,138700,2021-02-17
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,DE BRUIN           D,147.0,86687,2021-02-17
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,MAINWARING         J,135.0,189813,2021-02-18
A,AGILENT,2021-01-31,NAV,QTR,2021-02-16,4804.0,2021Q1,2021,BEUCHAW            S,136.0,147830,2021-03-02
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,KUMAR              V,130.0,150020,2021-01-04
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,DE BRUIN           D,129.0,86687,2021-01-07
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,MEEHAN             J,125.0,180911,2021-01-12
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,MAJUMDAR           I,131.0,194536,2021-01-27
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,KUMAR              V,145.0,150020,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,SYKES              M,140.0,195379,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,PETERSON           T,140.0,107607,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,SOUDA              P,140.0,168860,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,KNIGHT             P,148.0,20376,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,MEEHAN             J,128.0,180911,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,ARIAS              D,126.0,143937,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,LEONARD            D,140.0,109728,2021-02-16
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,COUILLARD          B,150.0,138700,2021-02-17
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,DE BRUIN           D,147.0,86687,2021-02-17
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,MAINWARING         J,135.0,189813,2021-02-18
A,AGILENT,2021-01-31,NDT,QTR,2021-02-16,1170.0,2021Q1,2021,BEUCHAW            S,136.0,147830,2021-03-02
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,KUMAR              V,130.0,150020,2021-01-04
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,DE BRUIN           D,129.0,86687,2021-01-07
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,MEEHAN             J,125.0,180911,2021-01-12
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,MAJUMDAR           I,131.0,194536,2021-01-27
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,KUMAR              V,145.0,150020,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,SYKES              M,140.0,195379,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,PETERSON           T,140.0,107607,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,SOUDA              P,140.0,168860,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,KNIGHT             P,148.0,20376,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,MEEHAN             J,128.0,180911,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,ARIAS              D,126.0,143937,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,LEONARD            D,140.0,109728,2021-02-16
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,COUILLARD          B,150.0,138700,2021-02-17
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,DE BRUIN           D,147.0,86687,2021-02-17
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,MAINWARING         J,135.0,189813,2021-02-18
A,AGILENT,2021-01-31,NET,QTR,2021-02-16,328.0,2021Q1,2021,BEUCHAW            S,136.0,147830,2021-03-02
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,KUMAR              V,130.0,150020,2021-01-04
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,DE BRUIN           D,129.0,86687,2021-01-07
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,MEEHAN             J,125.0,180911,2021-01-12
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,MAJUMDAR           I,131.0,194536,2021-01-27
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,KUMAR              V,145.0,150020,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,SYKES              M,140.0,195379,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,PETERSON           T,140.0,107607,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,SOUDA              P,140.0,168860,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,KNIGHT             P,148.0,20376,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,MEEHAN             J,128.0,180911,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,ARIAS              D,126.0,143937,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,LEONARD            D,140.0,109728,2021-02-16
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,COUILLARD          B,150.0,138700,2021-02-17
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,DE BRUIN           D,147.0,86687,2021-02-17
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,MAINWARING         J,135.0,189813,2021-02-18
A,AGILENT,2021-01-31,PRE,QTR,2021-02-16,385.0,2021Q1,2021,BEUCHAW            S,136.0,147830,2021-03-02
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,KUMAR              V,130.0,150020,2021-01-04
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,DE BRUIN           D,129.0,86687,2021-01-07
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,MEEHAN             J,125.0,180911,2021-01-12
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,MAJUMDAR           I,131.0,194536,2021-01-27
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,KUMAR              V,145.0,150020,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,SYKES              M,140.0,195379,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,PETERSON           T,140.0,107607,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,SOUDA              P,140.0,168860,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,KNIGHT             P,148.0,20376,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,MEEHAN             J,128.0,180911,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,ARIAS              D,126.0,143937,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,LEONARD            D,140.0,109728,2021-02-16
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,COUILLARD          B,150.0,138700,2021-02-17
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,DE BRUIN           D,147.0,86687,2021-02-17
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,MAINWARING         J,135.0,189813,2021-02-18
A,AGILENT,2021-01-31,ROE,QTR,2021-02-16,27.12,2021Q1,2021,BEUCHAW            S,136.0,147830,2021-03-02
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,KUMAR              V,130.0,150020,2021-01-04
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,DE BRUIN           D,129.0,86687,2021-01-07
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,MEEHAN             J,125.0,180911,2021-01-12
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,MAJUMDAR           I,131.0,194536,2021-01-27
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,KUMAR              V,145.0,150020,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,SYKES              M,140.0,195379,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,PETERSON           T,140.0,107607,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,SOUDA              P,140.0,168860,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,KNIGHT             P,148.0,20376,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,MEEHAN             J,128.0,180911,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,ARIAS              D,126.0,143937,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,LEONARD            D,140.0,109728,2021-02-16
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,COUILLARD          B,150.0,138700,2021-02-17
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,DE BRUIN           D,147.0,86687,2021-02-17
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,MAINWARING         J,135.0,189813,2021-02-18
A,AGILENT,2021-01-31,SAL,QTR,2021-02-16,1548.0,2021Q1,2021,BEUCHAW            S,136.0,147830,2021-03-02
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,BPS,QTR,2021-05-25,15.8746,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,CPS,QTR,2021-05-25,1.54,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,CPX,QTR,2021-05-25,31.0,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,DPS,QTR,2021-05-25,0.194,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,EBI,QTR,2021-05-25,358.0,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,EBS,QTR,2021-05-25,1.29,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,EBT,QTR,2021-05-25,389.0,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,KNIGHT             P,157.0,20376,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,DE BRUIN           D,152.0,86687,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,MEEHAN             J,135.0,180911,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,ARIAS              D,136.0,143937,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,PETERSON           T,150.0,107607,2021-05-25
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,COUILLARD          B,155.0,138700,2021-05-26
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,LEONARD            D,150.0,109728,2021-05-26
A,AGILENT,2021-04-30,EPS,QTR,2021-05-25,0.97,2021Q2,2021,MURARKA            R,158.0,195589,2021-06-23
A,AGILENT,2021-04-30,GPS,QTR,2021-05-25,0.7,2021Q2,2021,KUMAR              V,137.0,150020,2021-04-07
A,AGILENT,2021-04-30,GPS,QTR,2021-05-25,0.7,2021Q2,2021,MAJUMDAR           I,145.9,194536,2021-04-14
A,AGILENT,2021-04-30,GPS,QTR,2021-05-25,0.7,2021Q2,2021,MURARKA            R,145.0,195589,2021-04-15
A,AGILENT,2021-04-30,GPS,QTR,2021-05-25,0.7,2021Q2,2021,KUMAR              V,148.0,150020,2021-05-25
A,AGILENT,2021-04-30,GPS,QTR,2021-05-25,0.7,2021Q2,2021,SYKES              M,150.0,195379,2021-05-25
A,AGILENT,2021-04-30,GPS,QTR,2021-05-25,0.7,2021Q2,2021,SOUDA              P,145.0,168860,2021-05-25
